호기,부위,일자,시작시간,완료시간,정지시간(분),정지시간(시간),고장 원인,처리 내용,MTTR,MTBF,고장강도율,translated_고장원인,translated_처리내용,translated_부위,제품 가격 가중치,risk_impact,가동시간,risk_likehood
3호기,후면,2016-09-26 00:00:00,12:30:00,13:50:00,80,1.3,빌레트 넘김 장치 쏠 블럭 크렉 누유,빌레트 넘김 장치 쏠 블럭 크렉 누유 교체작업,0.87,24.7,3.53,Billet flipping device sole block crack leak,Billet flipping device saw block crack oil leak replacement work,back side,0.15,1.87701929,345.4,13.98380567
3호기,후면,2016-09-03 00:00:00,04:27:00,05:30:00,63,1.1,보조 로더 배관 파손,보조 로더 배관 파손 교체 체결,0.87,24.7,3.53,Auxiliary loader pipe damage,Auxiliary loader pipe damage replacement and fastening,back side,0.15,1.87701929,345.4,13.98380567
3호기,후면,2016-09-26 00:00:00,18:30:00,19:30:00,60,1,후면 SAW-FEEDER 구동불가,후면 SAW-FEEDER MOTOR 소손으로 수리/입고,0.87,24.7,3.53,Rear SAW-FEEDER cannot be operated,Rear SAW-FEEDER MOTOR damaged and repaired/received,back side,0.15,1.87701929,345.4,13.98380567
3호기,후면,2016-09-24 00:00:00,21:10:00,21:40:00,30,0.5,파워해드 조 상/하/전/후 4방향 레버스위치 소손,LVL-4M-11 1EA교체,0.87,24.7,3.53,Power head up/down/front/back 4-way lever switch burned out,LVL-4M-11 1EA replacement,back side,0.15,1.87701929,345.4,13.98380567
3호기,후면,2016-09-02 00:00:00,19:30:00,20:00:00,30,0.5,TAIL HEAD JAW DOWN 동작 불능,분해 청소 및 센서부 보호카바(판) 교체,0.87,24.7,3.53,TAIL HEAD JAW DOWN does not work,Disassembly and cleaning and replacement of sensor protection cover (plate),back side,0.15,1.87701929,345.4,13.98380567
3호기,후면,2016-10-24 00:00:00,17:30:00,18:10:00,40,0.7,핫쏘우 리프트 실린더 작동 안됨,핫쏘우 리프트 실린더 작동 안됨 교체,1.16,29.9,3.87,Hot saw lift cylinder not working,Hot saw lift cylinder not working replace,back side,0.15,1.92051929,418.5,13.99665552
3호기,후면,2016-10-28 00:00:00,03:15:00,03:25:00,10,0.2,HI TEMP C/V 구동안됨.,체인이탈로 조치요청.,1.16,29.9,3.87,HI TEMP C/V not running.,Request for action due to chain breakage.,back side,0.15,1.92051929,418.5,13.99665552
3호기,후면,2016-10-06 00:00:00,12:20:00,13:10:00,50,0.8,UP/DOWN E/V MOTOR 소음발생으로 점검요청,"브레이크 패드 교체, 저속 10HZ→20HZ변경.",1.16,29.9,3.87,Request for inspection due to UP/DOWN E/V MOTOR noise,"Brake pad replacement, low speed change from 10HZ to 20HZ.",back side,0.15,1.92051929,418.5,13.99665552
3호기,후면,2014-08-05 00:00:00,03:50:00,04:11:00,21,0.4,핸들링 3호기 Hi TEMP C/V작동불능,"HI TEMP C/V인버터 알람발생, 해제후 정상작동",18.75,18.5,83.96,Handling Unit 3 Hi TEMP C/V inoperable,"HI TEMP C/V inverter alarm occurs, normal operation after release",back side,0.15,4.55901929,185.44,10.02378378
3호기,후면,2014-08-11 00:00:00,14:00:00,14:15:00,10,0.2,HI TEMP C/V작동불능,HI TEMP C/V인버터 과부하로 RESET,18.75,18.5,83.96,HI TEMP C/V inoperable,HI TEMP RESET due to C/V inverter overload,back side,0.15,4.55901929,185.44,10.02378378
3호기,후면,2014-09-06 00:00:00,23:20:00,00:45:00,70,1.2,정렬 c/v작동 불능,"fuse frs-r-3 2/10 amp 2ea교체 및
인버터 소손으로 교체, L7-2마력 및 
파라메타 값 입력 후 정상작동",4.67,31.6,2.82,Align c/v not working,"fuse frs-r-3 2/10 amp 2ea replacement and
Replaced due to inverter burnout, L7-2 horsepower and
Normal operation after entering parameter values",back side,0.15,2.44701929,316.04,10.00126582
3호기,후면,2014-09-25 00:00:00,01:45:00,02:30:00,45,0.8,클램프 레규레이터 파손,레규레이터 교체작업,4.67,31.6,2.82,Clamp regulator broken,Regulator replacement work,back side,0.15,2.44701929,316.04,10.00126582
3호기,후면,2014-09-26 00:00:00,08:30:00,09:15:00,45,0.8,상/하 클럼프 동작불능,브래킷 교정 및 센서위치 교정 후 정상동작,4.67,31.6,2.82,Up/down clump not working,Normal operation after bracket calibration and sensor position calibration,back side,0.15,2.44701929,316.04,10.00126582
3호기,후면,2014-10-13 00:00:00,21:40:00,21:50:00,10,0.2,톱날 전진 불능,도어 L/S에어 청소 후 정상동작,12.43,50.2,2.05,Saw blade cannot advance,Normal operation after cleaning door L/S air,back side,0.15,3.61101929,351.38,6.999601594
3호기,후면,2014-10-17 00:00:00,16:00:00,19:20:00,60,1,절단기 절단이상,"SAW상승 카운터 값의 이상신호로 절단
불량 발생",12.43,50.2,2.05,Cutter cutting error,"Cut off due to abnormal signal of SAW rising counter value
defect occurred",back side,0.15,3.61101929,351.38,6.999601594
3호기,후면,2014-11-21 00:00:00,17:00:00,20:00:00,60,1,톱날 하강 동작 이상,하강 감지 리미트 스위치 교정작업,11.53,60.1,3.91,Abnormal saw blade lowering motion,Fall detection limit switch calibration work,back side,0.15,3.47601929,360.73,6.002163062
3호기,후면,2014-11-26 00:00:00,21:30:00,22:00:00,15,0.3,톱날 절단 후 후진 불능,감지봉 교정,11.53,60.1,3.91,Unable to retract after cutting the saw blade,Sensing rod calibration,back side,0.15,3.47601929,360.73,6.002163062
3호기,기타,4월11일,09:00:00,09:10:00,10,0.2,H-9 VCB OCR TRIP,RESET,0.78,15.9,4.89,H-9 VCB OCR TRIP,RESET,etc,0.06,0.745407716,317.18,19.94842767
3호기,기타,4월12일,19:43:00,19:50:00,7,0.1,H-9 VCB OCR TRIP,RESET,0.78,15.9,4.89,H-9 VCB OCR TRIP,RESET,etc,0.06,0.745407716,317.18,19.94842767
3호기,기타,4월12일,16:22:00,16:30:00,8,0.1,H-9 VCB OCR TRIP,RESET,0.78,15.9,4.89,H-9 VCB OCR TRIP,RESET,etc,0.06,0.745407716,317.18,19.94842767
3호기,기타,4월12일,14:09:00,14:20:00,11,0.2,H-9 VCB OCR TRIP,RESET,0.78,15.9,4.89,H-9 VCB OCR TRIP,RESET,etc,0.06,0.745407716,317.18,19.94842767
3호기,기타,4월12일,12:23:00,12:30:00,7,0.1,H-9 VCB OCR TRIP,RESET,0.78,15.9,4.89,H-9 VCB OCR TRIP,RESET,etc,0.06,0.745407716,317.18,19.94842767
3호기,기타,4월18일,23:10:00,23:15:00,5,0.1,H-9 VCB OCR TRIP,RESET,0.78,15.9,4.89,H-9 VCB OCR TRIP,RESET,etc,0.06,0.745407716,317.18,19.94842767
3호기,기타,4월19일,21:18:00,21:25:00,7,0.1,H-9 VCB OCR TRIP,RESET,0.78,15.9,4.89,H-9 VCB OCR TRIP,RESET,etc,0.06,0.745407716,317.18,19.94842767
3호기,기타,4월21일,06:58:00,07:05:00,7,0.1,H-9 VCB OCR TRIP,RESET,0.78,15.9,4.89,H-9 VCB OCR TRIP,RESET,etc,0.06,0.745407716,317.18,19.94842767
4호기,압출기,1월17일,03:40:00,07:10:00,210,3.5,AUX PUMP MOTOR  ,베어링 교체 작업,1.88,68.7,2.74,AUX PUMP MOTOR,Bearing replacement work,extruder,0.35,4.733211677,412.43,6.003347889
4호기,압출기,2월19일,13:40:00,16:40:00,180,3,오일쿨러 냉각수 펌프 고장,냉각수 펌프 베아링 교체 및 씰 교체,1.77,120.1,1.47,Oil cooler coolant pump failure,Coolant pump bearing replacement and seal replacement,extruder,0.35,4.694711677,360.26,2.999666944
4호기,압출기,3월13일,06:45:00,07:20:00,35,0.6,트렌스 베어 동작 不,리미트 스위치 교체 작업,0.35,115.9,0.3,Trans bear not operating,Limit switch replacement work,extruder,0.35,4.197711677,463.78,4.001553063
4호기,압출기,4월5일,09:20:00,09:25:00,5,0.1,오피 판넬 사이클 스위치 ,교체 작업,0.68,31.5,2.15,Office panel cycle switch,replacement work,extruder,0.35,4.313211677,377.57,11.98634921
4호기,압출기,4월6일,11:30:00,12:15:00,45,0.7,콘테이너 히타 온도 상 승 不,전기 마그넥틱 교체작업,0.68,31.5,2.15,Container heater temperature does not rise,Electric magnetic replacement work,extruder,0.35,4.313211677,377.57,11.98634921
4호기,압출기,7월4일,08:30:00,09:55:00,85,1.4,콘테이너 중 통 교체 후 슬,리부 로다 간 걸림 임시 걸림 해제 작업,1.02,79.8,1.28,Alcohol after replacing the container,Temporary jam removal operation between ribu rodda,extruder,0.35,4.432211677,399.13,5.001629073
4호기,압출기,8월17일,04:30:00,05:15:00,45,0.8,메인실린다 후진 不,PLC 카드 접점 소손 으로 예비품 으로 교체,1.03,39.2,2.63,Main cylinder not retracting,"PLC card contacts burned out, replaced with spare parts",extruder,0.35,4.435711677,391.6,9.989795918
4호기,압출기,8월31일,08:55:00,10:10:00,75,1.3,콘테이너 불럭 파일롯트,배관 PT닛뿔 전단 구입 후 교체 작업,1.03,39.2,2.63,container block pilot,Replacement work after purchasing the piping PT unit horn leaflet,extruder,0.35,4.435711677,391.6,9.989795918
4호기,압출기,2016-09-05 00:00:00,10:00:00,11:30:00,90,1.5,트랜스베어 하강후 상승 동작 불능,트랜스베어에서 압출기 빌렛트 넘김시 빌렛트 감지 포토 센서 이상으로 교체KPS-AP500교체,0.8,36.2,2.21,Upward operation is not possible after the transbear is lowered.,Replace KPS-AP500 due to abnormal billet detection photo sensor when passing the extruder billet in Transbear.,extruder,0.35,4.355211677,397.8,10.98895028
4호기,압출기,2016-09-06 00:00:00,00:30:00,01:30:00,60,1,메인 램 유압 배관 크랙 누유,메인 램 유압 배관 크랙 누유 용접 수리,0.8,36.2,2.21,Main ram hydraulic pipe crack leak,Main ram hydraulic pipe crack leak welding repair,extruder,0.35,4.355211677,397.8,10.98895028
4호기,압출기,9/7,11:00:00,11:10:00,10,0.2,콘테이너히터 온도상승 불능,차단기 TRIP으로 복구 후 정상동작.,0.8,36.2,2.21,Container heater temperature cannot rise,Normal operation after recovery with circuit breaker trip.,extruder,0.35,4.355211677,397.8,10.98895028
4호기,압출기,2016-10-06 00:00:00,13:50:00,16:25:00,155,2.6,메인램 누유,아답터 교체작업(파레트 부족 ),0.95,34.6,2.75,Main RAM leak,Adapter replacement work (lack of pallets),extruder,0.35,4.407711677,450.1,13.00867052
4호기,압출기,2016-10-25 00:00:00,23:30:00,23:40:00,10,0.2,콘테이너 온도센서 단자대측 단선으로 연결요청,단선부위 연결후 정상동작,0.95,34.6,2.75,Connection request due to disconnection on container temperature sensor terminal block,Normal operation after connecting broken wire,extruder,0.35,4.407711677,450.1,13.00867052
4호기,압출기,2014-08-07 00:00:00,01:45:00,04:15:00,150,2.5,STEM 더미볼트 파손,더미볼트 교체,7.34,56.1,2.08,STEM dummy bolt damaged,Dummy bolt replacement,extruder,0.35,6.644211677,336.47,5.997682709
4호기,압출기,2014-09-03 00:00:00,03:10:00,05:30:00,140,2.3,컨테이너 후진동작 불능,릴리프 교체 및 컨테이너 리미트 교체,5.02,43.7,2.83,Container cannot move backwards,Relief replacement and container limit replacement,extruder,0.35,5.832211677,390.02,8.924942792
4호기,압출기,2014-09-18 00:00:00,08:30:00,11:10:00,160,2.7,메인 램 누유,패킹 교체작업,5.02,43.7,2.83,Main ram leak,Packing replacement work,extruder,0.35,5.832211677,390.02,8.924942792
4호기,압출기,2014-09-23 00:00:00,23:27:00,23:48:00,21,0.4,순간 정전현상,간단한 점검후 재작동,5.02,43.7,2.83,momentary power outage,Restart after simple inspection,extruder,0.35,5.832211677,390.02,8.924942792
4호기,압출기,2014-11-09 00:00:00,21:25:00,00:20:00,175,2.9,자동 운전 불능,"자/수동 셀렉터 S/W 불량교체
CYCLE STOP PB S/W 점검",10.21,92.7,5.18,automatic driving disabled,"Replace defective magnetic/manual selector S/W
CYCLE STOP PB S/W inspection",extruder,0.35,7.648711677,370.82,4.00021575
4호기,압출기,2014-11-27 00:00:00,06:40:00,08:30:00,110,1.8,트렌스베어 베어링파손,베어링 교체 및 시운전,10.21,92.7,5.18,Transformer bearing damage,Bearing replacement and commissioning,extruder,0.35,7.648711677,370.82,4.00021575
4호기,가열로,1월19일,10:05:00,10:40:00,35,0.6,로그샤 하강 S/V 프즈 정검,PLC 출력 무 전원 ON/OFF 후 정상 동작,1.88,68.7,2.74,Logsha descent S/V fuse inspection,Normal operation after PLC output power ON/OFF,heating furnace,0.25,3.380865483,412.43,6.003347889
4호기,가열로,1월20일,10:55:00,12:00:00,65,1.1,로그샤 푸시백 실린다 누유,유압 실린다 교체(예비품),1.88,68.7,2.74,Logsha pushback cylinder leakage,Hydraulic cylinder replacement (spare part),heating furnace,0.25,3.380865483,412.43,6.003347889
4호기,가열로,3월17일,22:30:00,22:50:00,20,0.3,로그샤 스토리지 클럼프 ,하강 알람 원인 파악 및 해제 작업,0.35,115.9,0.3,Logsha Storage Clump,Determine the cause of the descent alarm and take action to clear it,heating furnace,0.25,2.998365483,463.78,4.001553063
4호기,가열로,4월27일,23:40:00,05:00:00,320,5.3,빌레트 가열로 빌레트 가열로,레일 에서 탈선  프르브 위치 조정 작업,0.68,31.5,2.15,Billet heating furnace Billet heating furnace,Adjusting the position of the derailment probe on the rail,heating furnace,0.25,3.080865483,377.57,11.98634921
4호기,가열로,4월28일,01:30:00,02:30:00,60,1,빌레트 가열로 레일 불럭 파손,레일 부라켓트 부식 으로 탈선 고정 작업,0.68,31.5,2.15,Damage to rail blocks due to billet heating,Fixing derailment due to corrosion of rail brackets,heating furnace,0.25,3.080865483,377.57,11.98634921
4호기,가열로,6월30일,18:30:00,19:00:00,30,0.5,이젝트 시린다 누유,예비품 실린다 교체작업,1,98.8,1.01,Eject cold leaking oil,Spare parts loading replacement work,heating furnace,0.25,3.160865483,395.25,4.000506073
4호기,가열로,7월12일,22:05:00,22:40:00,35,0.6,로그샤 하강 동작 불,하강 감지 센서L/S 스위치 소손 교체 작업,1.02,79.8,1.28,logsha descent action fire,Fall detection sensor L/S switch burnout replacement work,heating furnace,0.25,3.165865483,399.13,5.001629073
4호기,가열로,8월10일,02:50:00,03:05:00,15,0.3,판넬 ZONE#3 TIC 온도 표시 불능,ZONE#3 TIC 분해 점검후 재조립,1.03,39.2,2.63,Panel ZONE#3 TIC temperature not displayed,ZONE#3 TIC disassembly and inspection and reassembly,heating furnace,0.25,3.168365483,391.6,9.989795918
4호기,가열로,8월12일,21:00:00,21:40:00,40,0.7,ZONE#1 파이로트 점화 불능,UV 센서 감지부 청소및 점화 플러그 교체,1.03,39.2,2.63,ZONE#1 Pilot ignition disabled,Cleaning of UV sensor detection area and replacement of spark plug,heating furnace,0.25,3.168365483,391.6,9.989795918
4호기,가열로,8월17일,04:00:00,04:10:00,10,0.2,ZONE#3 애자및 외통소손,"4홀 애자,외통 교체",1.03,39.2,2.63,ZONE#3 Damage to insulators and external pipes,"4-hole insulator, external cylinder replacement",heating furnace,0.25,3.168365483,391.6,9.989795918
4호기,가열로,8월25일,01:40:00,01:50:00,10,0.2,OP 터치스크린 가열로 온도 표시및 설정 안됨,터치 스크린 연결 코넥터 점검후 복구,1.03,39.2,2.63,OP touch screen heating does not display or set temperature,Repair after inspecting the touch screen connection connector,heating furnace,0.25,3.168365483,391.6,9.989795918
4호기,가열로,8월26일,07:45:00,08:30:00,45,0.8,판넬ZONE#3 TIC 온도 화면 불량,TIC 교체후 설정값 변경,1.03,39.2,2.63,Panel ZONE#3 TIC temperature screen defective,Change settings after replacing TIC,heating furnace,0.25,3.168365483,391.6,9.989795918
4호기,가열로,8월27일,01:40:00,03:20:00,100,1.7,로그샤 사이드 클램프 누유,부싱 커버 오링 교체,1.03,39.2,2.63,Logsha side clamp leak,Bushing cover o-ring replacement,heating furnace,0.25,3.168365483,391.6,9.989795918
4호기,가열로,9월5일,10:00:00,11:30:00,90,1.5,트렌스 베어 하강 후 동작 불,하강 센서 접촉 불량으로 센서 교체,0.78,79.6,0.98,Operation not working after lowering the transformer,Replace the sensor due to poor contact with the lowering sensor.,heating furnace,0.25,3.105865483,397.8,4.997487437
4호기,가열로,9월5일,08:30:00,08:50:00,20,0.3,로그 샤 유압 펌프 모타 트립,PLC출력카드 퓨즈 소손 교체 작업,0.78,79.6,0.98,Logsha Hydraulic Pump Motor Trip,PLC output card fuse replacement work,heating furnace,0.25,3.105865483,397.8,4.997487437
4호기,가열로,2016-09-05 00:00:00,08:30:00,08:50:00,20,0.3,유압펌프 기동 안됨.,PLC 출력카드 FUSE 소손으로 교체 후 정상동작,0.8,36.2,2.21,Hydraulic pump does not start.,Normal operation after replacement due to burnout of PLC output card fuse,heating furnace,0.25,3.110865483,397.8,10.98895028
4호기,가열로,2016-10-11 00:00:00,03:00:00,03:20:00,20,0.3,"ZONE#3 애자, 외통 소손으로 교체요청","외통, 애자 교체작업",0.95,34.6,2.75,"ZONE#3 Insulator and external tube damaged, request for replacement",External cylinder and insulator replacement work,heating furnace,0.25,3.148365483,450.1,13.00867052
4호기,가열로,2016-10-25 00:00:00,09:50:00,10:10:00,20,0.3,ZONE#1  열전대 휨 및 애자 파손,열전대 교정 및 애자 교체,0.95,34.6,2.75,ZONE#1 Thermocouple bending and insulator damage,Thermocouple calibration and insulator replacement,heating furnace,0.25,3.148365483,450.1,13.00867052
4호기,가열로,2016-10-03 00:00:00,20:50:00,21:50:00,60,1,정상 작업중 판넬내 CP(107) TRIP으로 전체 꺼짐,CP(107) TRIP 복구 및 누전 점검,0.95,34.6,2.75,"During normal operation, CP(107) in the panel is completely turned off due to TRIP.",CP(107) TRIP recovery and leakage inspection,heating furnace,0.25,3.148365483,450.1,13.00867052
4호기,가열로,2016-11-25 00:00:00,08:30:00,09:30:00,60,1,HOT JAT FAN 모트롤모터 측 배선 단선으로열림/닫힘 동작 불능. ,"단선부위 연결, 연비 조정.",1,231.2,0.43,HOT JAT FAN Open/close operation is disabled due to disconnection of the wiring on the motor control motor side.,"Connecting disconnected parts, adjusting fuel efficiency.",heating furnace,0.25,3.160865483,462.4,2
